person_id,year,id_s_fr,age,female,perf_a,perf_b,perf_c,status,avg_absences
8096,2013,3000010362.0,66.0,1.0,0.779197914,,0.77919793,,8.695426
8096,2014,3000010362.0,67.0,1.0,,,,,8.3220844
8262,2012,3000010132.0,65.0,1.0,,,,Active,8.3246546
8262,2013,3000010132.0,66.0,1.0,1.4806983790000001,-0.09350317300000001,0.42356861,Active,8.1838675
8262,2014,3000010132.0,67.0,1.0,1.767792882,0.08856325,0.58899915,Active,8.1350327
8262,2015,3000010132.0,68.0,1.0,1.240207605,,1.2402077,Active,1.8686886999999999
8321,2012,3000010193.0,66.0,1.0,,,,Active,8.700285000000001
8321,2013,,67.0,1.0,,-0.547428704,-0.2488109,Active,8.6148052
8321,2014,3000010151.0,68.0,1.0,0.015768979,,0.015768979,Active,8.8239899
8321,2015,,69.0,1.0,,,,Inactive,1.9711627
8426,2012,3000010180.0,66.0,1.0,,,,Active,8.5155754
8426,2013,3000010180.0,67.0,1.0,0.365103929,0.282845555,0.37642369,Active,7.9996146999999995
8426,2014,3000010180.0,68.0,1.0,0.033902403,,0.033902403,,8.3016996
8495,2012,3000010364.0,65.0,1.0,,,,Active,8.11695
8495,2013,,67.0,1.0,1.3372759909999998,,1.337276,,8.524360699999999
8495,2014,,67.0,1.0,,,,,8.772255900000001
8665,2012,3000010354.0,65.0,1.0,,,,Active,8.843601199999998
8665,2013,3000010354.0,66.0,1.0,,,,Active,8.1360512
8665,2014,3000010364.0,67.0,1.0,,,,Active,8.7201147
8665,2015,3000010354.0,68.0,1.0,-3.091426189,,-1.7245715,Active,1.3917361000000001
8774,2012,,65.0,1.0,,,,Active,8.809654199999999
8774,2013,,66.0,1.0,-0.057175027,,-0.057175025,Active,8.6275415
8774,2014,,67.0,1.0,0.157456026,,-1.4971552,Active,8.933549900000001
8774,2015,,68.0,1.0,-0.840088429,,-0.84008843,Active,1.4072225
8817,2012,3000010353.0,41.333332,1.0,,,,Active,8.0089893
8817,2013,3000010353.0,42.5,1.0,,,,Active,8.493783
8817,2014,,43.0,1.0,-1.2515773890000002,,-1.2515774,Active,8.9984274
8817,2015,3000010857.0,44.0,1.0,-1.051944222,,-1.0519441,Active,2.0892603
9204,2012,3000010256.0,64.0,1.0,,,,Active,8.2153559
9204,2013,3000010256.0,65.0,1.0,,,,Active,8.113246
9204,2014,3000010256.0,66.0,1.0,,,,Active,8.2127666
9204,2015,3000010256.0,67.0,1.0,,,,Active,1.3968247
9570,2012,,64.0,0.0,,,,,8.483799900000001
9570,2013,,65.0,0.0,,,,,8.422039999999999
9570,2014,,66.0,0.0,,,,,8.825532
9648,2012,3000010165.0,64.0,1.0,,,,Active,8.516106599999999
9648,2013,3000010165.0,65.0,1.0,0.692949218,,0.69294918,Active,8.6189108
9679,2012,,65.0,1.0,,,,Active,8.8475924
9679,2013,,66.0,1.0,,,,Active,8.177043
9679,2014,,67.0,1.0,1.6764778409999999,,1.6764779,Active,8.4588041
9679,2015,,68.0,1.0,,,,Active,1.6030986
9894,2012,3000010362.0,63.0,1.0,,,,,8.693283099999999
9894,2013,3000010362.0,64.0,1.0,,,,,8.0377264
9894,2014,3000010362.0,65.0,1.0,,,,,8.785394699999998
10483,2012,3000010372.0,65.0,1.0,,,,Active,8.5295019
10483,2013,3000010372.0,66.0,1.0,-0.325078111,,-0.32507813,Active,8.279377
10587,2012,3000010110.0,65.0,1.0,,,,Active,8.1791191
10587,2013,,66.0,1.0,0.702753209,0.849597575,0.45140451,,8.1779137
10587,2014,,67.0,1.0,,,,,8.5888586
10647,2012,3000010364.0,65.0,1.0,,,,Active,8.545282400000001
10647,2013,3000010364.0,66.0,1.0,-0.317729976,,-0.31772998,Active,8.549133300000001
10647,2014,3000010364.0,67.0,1.0,0.486215099,,-0.008015245,Active,8.4135847
10662,2012,3000010132.0,65.0,1.0,,,,Active,8.712178199999999
10662,2013,3000010132.0,66.0,1.0,0.53290013,-0.30309518,0.16916646,Active,7.999370599999999
10662,2014,3000010132.0,67.0,1.0,0.619047287,,0.88660026,Active,8.8157291
10662,2015,3000010132.0,68.0,1.0,0.9004710570000001,0.11458147,0.6449908,Active,1.4141638
10983,2012,,64.0,1.0,,,,Active,8.7222519
11115,2012,3000010106.0,64.0,1.0,,,,,8.3944292
11115,2013,3000010106.0,65.0,1.0,,,,,8.2952738
11115,2014,3000010106.0,66.0,1.0,,,,,8.9961386
11132,2012,3000010358.0,63.0,1.0,,,,Active,8.100914
11466,2012,3000010155.0,63.0,1.0,,,,Active,8.0455141
11466,2013,3000010155.0,65.0,1.0,0.594019641,,0.59401965,,8.3895864
11466,2014,3000010155.0,65.0,1.0,,,,,8.684940300000001
11679,2012,3000010360.0,63.0,1.0,,,,Active,8.3062334
11679,2013,3000010360.0,64.0,1.0,,,,Active,8.7250471
11679,2014,3000010360.0,65.0,1.0,,,,,8.7711296
11747,2012,3000010165.0,63.0,1.0,,,,Active,8.1245642
11747,2013,3000010165.0,64.0,1.0,0.198525512,-0.26314967,0.03718115,,8.6168451
11747,2014,3000010165.0,65.0,1.0,,,,,8.6518373
11776,2012,3000010179.0,63.0,1.0,,,,Active,8.6496811
11776,2013,3000010179.0,64.0,1.0,0.585993454,0.22833917399999998,0.40173507,Active,8.0297098
11776,2014,,65.0,1.0,0.42943809299999997,,0.33849877,,8.1888218
11957,2012,3000010362.0,66.0,1.0,,,,,7.9851732
11957,2013,3000010362.0,67.0,1.0,,,,Active,8.7454805
11957,2014,3000010362.0,68.0,1.0,,,,,8.883492500000001
12126,2012,3000010160.0,63.0,0.0,,,,,8.703608500000001
12126,2013,3000010160.0,63.0,0.0,,,,,8.0965481
12126,2014,3000010160.0,64.0,0.0,,,,,8.1530561
12332,2012,3000010107.0,63.0,1.0,,,,Active,8.4555569
12332,2013,,64.0,1.0,,,,,8.1117115
12332,2014,,65.0,1.0,,,,,8.9563913
12333,2012,3000010193.0,64.0,1.0,,,,Active,8.198137299999999
12333,2013,3000010193.0,65.0,1.0,-1.084336166,,-0.26447877,Active,8.0784292
12333,2014,3000010289.0,66.0,1.0,-1.912153461,0.893023233,0.21253121,Active,8.3802071
12333,2015,3000010289.0,67.0,1.0,-0.9054444859999999,0.339948449,-0.38936463,Active,1.4616806999999998
12516,2012,,63.0,1.0,,,,Active,8.3867836
12516,2013,,64.0,1.0,-0.43782116600000004,,-0.43782118,Active,8.345373200000001
12772,2012,3000010324.0,63.0,1.0,,,,,8.7735281
12772,2013,3000010324.0,63.0,1.0,,,,,8.2397957
12772,2014,3000010324.0,64.0,1.0,,,,,8.927078199999999
12805,2012,3000010170.0,63.0,1.0,,,,Active,8.605933199999999
12805,2013,3000010170.0,64.0,1.0,-0.03992827,,-0.039928272,Active,8.269142200000001
12805,2014,3000010170.0,65.0,1.0,2.537541184,,-0.59572703,Active,8.834124599999999
12805,2015,3000010170.0,66.0,1.0,1.4592479880000002,,0.5937562,Active,1.7919769
12953,2012,3000010368.0,64.0,0.0,,,,,8.4196081
12953,2013,3000010368.0,65.0,0.0,,,,,8.1351471
12953,2014,3000010368.0,66.0,0.0,,,,,8.9164171
13117,2012,3000010324.0,64.0,1.0,,,,,8.243122099999999
13117,2013,3000010324.0,64.0,1.0,,,,,8.1468525
13117,2014,3000010324.0,65.0,1.0,,,,,8.1389713
13186,2012,3000010136.0,63.0,1.0,,,,Active,8.476576800000002
13186,2013,3000010136.0,64.0,1.0,-0.899070275,-1.6946895,-1.0651993,Active,8.0867357
13186,2014,3000010136.0,65.0,1.0,-0.337186473,,0.31329668,Active,8.1973886
13186,2015,3000010136.0,66.0,1.0,-0.21397538100000002,,-0.28076452,Active,1.3209419
13413,2012,3000010362.0,66.0,1.0,,,,Active,8.011829400000002
13413,2013,3000010362.0,67.0,1.0,,,,Active,7.941606
13413,2014,3000010362.0,68.0,1.0,,,,Active,8.0663071
13417,2012,,62.0,1.0,,,,Active,8.8675308
13417,2013,,63.0,1.0,-0.03858246,,-0.038582463,Active,8.809660899999999
13417,2014,,64.0,1.0,-0.767622545,,-0.76762259,Active,8.589329699999999
13452,2012,,66.0,0.0,,,,Active,8.3371239
13452,2013,,68.0,0.0,,,,,8.3093443
13452,2014,,68.0,0.0,,,,,8.3104744
13494,2012,3000010857.0,63.0,1.0,,,,Active,8.0365639
13494,2013,3000010857.0,64.0,1.0,0.058467976,,0.058467973,Active,8.4404726
13494,2014,3000010857.0,65.0,1.0,1.129985214,,1.1299852,Active,8.5016804
13494,2015,3000010857.0,66.0,1.0,0.7336071909999999,,0.73360717,Active,1.8149201000000001
13690,2012,3000010249.0,62.0,1.0,,,,,8.520674699999999
13690,2013,3000010249.0,63.0,1.0,,,,,8.890999800000001
13690,2014,3000010249.0,64.0,1.0,,,,,8.8747158
13694,2012,3000010179.0,63.0,0.0,,,,Active,8.859991099999998
13694,2013,3000010179.0,64.0,0.0,-0.82857405,1.597889035,0.10631216,Active,8.0412645
13694,2014,3000010179.0,65.0,0.0,-2.110334078,-0.178664728,-1.356814,Active,8.0955
13715,2012,3000010155.0,64.0,0.0,,,,,8.488701800000001
13715,2013,3000010155.0,65.0,0.0,,,,,8.513963699999998
13715,2014,3000010155.0,66.0,0.0,,,,,8.6210966
13789,2012,,62.0,1.0,,,,,8.166430499999999
13789,2013,,63.0,1.0,,,,,8.5314913
13789,2014,,64.0,1.0,,,,,8.385484700000001
14056,2012,3000010226.0,63.0,1.0,,,,,8.2233143
14056,2013,3000010226.0,64.0,1.0,,,,,8.6613903
14056,2014,3000010226.0,65.0,1.0,,,,,8.7464485
14273,2012,3000010689.0,62.0,1.0,,,,Active,7.9619756
14273,2013,3000010689.0,63.0,1.0,-2.4978924769999997,-0.49307966799999997,-1.7115202,Active,8.2592916
14273,2014,3000010689.0,64.0,1.0,-2.9268249230000003,,-2.9268248,,8.8999758
14363,2012,,62.0,1.0,,,,,8.1391068
14363,2013,,63.0,1.0,,,,,8.0920553
14363,2014,,64.0,1.0,,,,,8.911764100000001
14439,2012,3000010165.0,62.0,1.0,,,,,
14516,2012,3000010362.0,62.0,1.0,,,,Active,8.7919493
14699,2012,,61.0,1.0,,,,Active,8.5515871
14843,2012,3000010107.0,61.0,1.0,,,,Active,8.4876175
14843,2013,3000010107.0,62.0,1.0,,,,Active,8.0611057
14873,2012,3000010289.0,63.0,1.0,,,,Active,8.553768199999999
14873,2013,3000010289.0,64.0,1.0,-0.641164556,0.895281618,0.26758987,Active,8.742309599999999
14873,2014,3000010289.0,65.0,1.0,0.47168105899999996,,0.47168106,Active,8.669018699999999
14933,2012,,62.0,1.0,,,,,8.0052662
14933,2013,,63.0,1.0,,,,,8.428436300000001
14933,2014,,64.0,1.0,,,,,8.433047300000002
15028,2012,3000010121.0,63.0,1.0,,,,Active,8.308794
15028,2013,,64.0,1.0,0.718598602,,0.7185986,,8.163847
15028,2014,,65.0,1.0,,,,,8.8285732
15178,2012,3000010360.0,63.0,1.0,,,,Active,8.1121368
15178,2013,3000010360.0,64.0,1.0,-2.205320447,,-2.2053204,Active,8.572409599999999
15178,2014,,65.0,1.0,,,,Inactive,8.506174099999999
15178,2015,,66.0,1.0,,,,Inactive,1.7664628
15437,2012,3000010318.0,64.0,1.0,,,,Active,8.045052499999999
15437,2013,3000010318.0,65.0,1.0,-1.6665691269999998,-1.3923254409999999,-1.4729438,Active,8.558568
15437,2014,3000010318.0,66.0,1.0,-0.9952859409999999,0.05645608,-1.0211135,Active,8.0513134
15437,2015,3000010318.0,67.0,1.0,-0.644934531,0.16809275699999998,-1.2123104,Inactive,1.3550918
15465,2012,3000010287.0,61.0,1.0,,,,Active,8.5185461
15465,2013,3000010287.0,62.0,1.0,-0.151640227,,-0.15164022,Active,8.546733900000001
15465,2014,3000010287.0,63.0,1.0,0.037628239,,-1.11991,Active,8.0419846
15465,2015,3000010287.0,64.0,1.0,0.33417558199999997,,0.21995039,Active,1.1867241000000002
15504,2012,,62.0,1.0,,,,Active,8.5205011
15504,2013,,63.0,1.0,0.08123931599999999,,0.08123932,,7.982124300000001
15504,2014,,64.0,1.0,,,,,8.5690489
15505,2012,3000010121.0,62.0,1.0,,,,Active,8.829175
15505,2013,3000010121.0,63.0,1.0,0.419081162,-0.151372644,0.067632079,Active,8.918583900000002
15505,2014,3000010121.0,64.0,1.0,-0.687879914,0.003011851,0.03349147,Active,8.995952599999999
15505,2015,3000010121.0,65.0,1.0,0.08929060000000001,1.9047605930000002,0.55024606,Active,2.0403453999999996
15620,2012,3000010160.0,62.0,1.0,,,,Active,8.7186699
15620,2013,3000010160.0,63.0,1.0,0.508956958,,0.50895691,Active,7.9971457
15620,2014,3000010160.0,64.0,1.0,0.49117654899999996,,-1.0676442,,8.509244
15705,2012,3000010136.0,74.0,1.0,,,,Active,8.2347288
15705,2013,3000010136.0,75.0,1.0,0.34782901899999996,-0.009506637,-0.13175005,Active,7.9929160999999995
15705,2014,3000010136.0,76.0,1.0,0.206336908,0.975191583,-0.098527595,Active,8.57232
15705,2015,3000010136.0,77.0,1.0,0.199024935,0.598292116,-0.01979389,Active,1.5531818000000002
15743,2012,,61.0,1.0,,,,Active,8.6350479
15743,2013,,62.0,1.0,,,,Active,7.9884944
15743,2014,,63.0,1.0,,,,Active,8.3780928
15743,2015,,64.0,1.0,,,,Active,1.4025983999999998
15787,2012,3000010190.0,61.0,1.0,,,,Active,8.3100014
15787,2013,3000010368.0,62.0,1.0,-0.9644640309999999,,-0.96446407,Active,8.5835495
15787,2014,3000010368.0,63.0,1.0,-0.196521174,,-0.4537749,Active,8.2033272
15867,2012,3000010309.0,63.53846,1.0,,,,Active,7.9152565
15867,2013,3000010364.0,64.0,1.0,0.104922357,,0.10492235,Active,7.9350944000000005
15867,2014,3000010364.0,65.0,1.0,-0.16372249,,-1.3442228,Active,8.4886065
15867,2015,3000010364.0,66.0,1.0,0.488477118,,-0.31844884,Active,1.4018803999999998
16262,2012,3000010364.0,61.0,1.0,,,,Active,7.900835000000001
16262,2013,3000010364.0,62.0,1.0,0.212014512,,0.21201451,Active,8.7576799
16262,2014,3000010364.0,63.0,1.0,0.503719851,,-0.43480381,Active,8.3981791
16356,2012,3000010180.0,61.0,1.0,,,,Active,8.8577719
16356,2013,3000010180.0,62.0,1.0,2.5641380259999997,,2.5641379,Active,8.7806616
16356,2014,3000010180.0,63.0,1.0,1.817290289,,1.4901905,Active,8.3521299
16356,2015,3000010180.0,64.0,1.0,-0.321068491,,-0.2678372,Active,2.0554948
16415,2012,,62.0,1.0,,,,,8.8170757
16415,2013,,62.0,1.0,,,,,8.815828300000002
16415,2014,,63.0,1.0,,,,,8.5995579
16439,2012,,62.0,1.0,,,,,8.817495300000001
16439,2013,,63.0,1.0,,,,,7.958342599999999
16439,2014,,64.0,1.0,,,,,8.9786177
16729,2012,,61.0,1.0,,,,Active,8.0238075
16729,2013,,62.0,1.0,,,,Active,8.484855699999999
16729,2014,,63.0,1.0,,,,Active,8.2903852
16729,2015,,64.0,1.0,,,,Active,1.5645448999999998
16806,2013,3000010256.0,62.0,1.0,,,,Active,8.403404199999999
16806,2014,3000010256.0,63.0,1.0,,,,Active,8.9810562
16884,2012,3000010021.0,61.0,1.0,,,,Active,8.8046837
16897,2012,3000010364.0,61.0,0.0,,,,Active,8.6315536
16897,2013,3000010364.0,62.0,0.0,,,,Active,8.7109632
16897,2014,3000010364.0,63.0,0.0,1.11838314,,-0.12239776,,8.8914967
17204,2012,3000010190.0,61.0,1.0,,,,Active,8.8112288
17204,2013,3000010190.0,62.0,1.0,-0.090504469,0.489987898,0.065899745,Active,8.8877277
17204,2014,3000010190.0,63.0,1.0,-0.37975715600000004,,0.33153009,,8.6804647
17428,2012,3000010155.0,61.0,1.0,,,,Active,7.941824900000001
17428,2013,3000010155.0,62.0,1.0,,,,,8.1025143
17428,2014,3000010155.0,63.0,1.0,,,,,8.9384222
17442,2012,3000010103.0,63.0,1.0,,,,,8.247074099999999
17442,2013,3000010103.0,64.0,1.0,,,,,8.2183752
17442,2014,3000010103.0,65.0,1.0,,,,,8.2449741
17482,2012,3000010106.0,62.0,1.0,,,,Active,8.5203714
17482,2013,3000010106.0,63.0,1.0,-0.506614563,,-0.42046085,,8.435353300000001
17482,2014,3000010106.0,64.0,1.0,,,,,8.3581038
17538,2012,,62.0,1.0,,,,,8.495842
17538,2013,,63.0,1.0,,,,,8.7522612
17538,2014,,64.0,1.0,,,,,8.949852900000002
17551,2012,3000010291.0,62.0,1.0,,,,Active,8.626857800000002
17551,2013,3000010291.0,63.0,1.0,-0.347709472,,-0.34770948,Active,8.2326708
17551,2014,3000010291.0,64.0,1.0,-4.386533292,,-1.517644,Active,8.667551
17613,2012,3000010134.0,62.0,1.0,,,,Active,8.5079384
17613,2013,3000010134.0,63.014084,1.0,-0.7808194079999999,-1.44906502,-1.2589993,Active,8.501036599999999
17613,2014,3000010134.0,65.0,1.0,-0.5666630020000001,1.183644892,-0.82565278,,8.893034
17658,2012,3000010104.0,61.0,1.0,,,,Active,8.632733300000002
17658,2013,3000010104.0,62.0,1.0,-0.338444499,,-0.3384445,Active,8.467788699999998
17658,2014,3000010104.0,63.0,1.0,0.562422477,1.15554997,0.55915505,Active,8.589733099999998
17658,2015,3000010104.0,64.0,1.0,0.653488144,-0.623536415,0.071631804,Active,2.0861169999999998
17744,2012,,61.0,1.0,,,,,8.6552696
17744,2013,,62.0,1.0,,,,,8.226201099999999
17744,2014,,63.0,1.0,,,,,8.3793736
17765,2012,,60.0,1.0,,,,,8.7644501
17765,2013,,61.0,1.0,,,,,8.4685898
17765,2014,,62.0,1.0,,,,,8.3944941
17810,2012,3000010226.0,60.0,1.0,,,,Active,8.5831738
17810,2013,3000010226.0,61.0,1.0,-0.20987030899999998,,-0.20987031,Active,8.5712299
17810,2014,3000010226.0,63.0,1.0,-0.46630910700000006,,0.2565482,,8.1594906
17962,2012,3000010380.0,63.0,1.0,,,,Active,8.846842800000001
17962,2013,3000010380.0,64.0,1.0,-2.025105852,,-2.025106,Active,8.5538273
17962,2014,3000010380.0,65.0,1.0,0.597418278,,0.26697537,Active,8.7529898
18044,2012,3000010121.0,61.0,1.0,,,,Active,8.1987534
18044,2013,3000010121.0,62.0,1.0,1.055092151,,0.86294407,Active,8.9111509
18044,2014,3000010121.0,63.0,1.0,0.47476497799999995,-0.004587653,-0.23039144,Active,8.0913401
18129,2012,,61.0,0.0,,,,,8.4658146
18129,2013,,62.0,0.0,,,,,8.682020199999998
18129,2014,,63.0,0.0,,,,,8.504854199999999
18134,2012,3000010362.0,64.0,1.0,,,,Active,8.1496744
18134,2013,3000010362.0,65.0,1.0,,,,Active,8.503598199999999
18165,2012,3000010175.0,64.0,1.0,,,,Active,8.1565647
18165,2013,3000010175.0,65.0,1.0,-0.533915811,,-0.53391582,Active,8.238760899999999
18165,2014,3000010175.0,67.0,1.0,-0.168909843,,-3.1205719,,8.7463923
18204,2012,3000010625.0,60.0,0.0,,,,Active,8.2890921
18204,2013,3000010625.0,61.0,0.0,0.195545865,,0.19554587,Active,8.826690699999999
18204,2014,3000010625.0,62.0,0.0,-0.23366074,,-0.6470623,Active,8.79776
18204,2015,3000010625.0,63.0,0.0,-0.20648508100000001,,-0.20648509,Active,2.0704181
18235,2012,3000010183.0,60.0,1.0,,,,Active,8.7138882
18235,2013,3000010857.0,61.0,1.0,-1.4698818219999998,,-1.4698819,Active,8.502016099999999
18235,2014,3000010857.0,62.0,1.0,-0.879502185,,-0.87950224,Active,8.1967297
18235,2015,3000010857.0,63.0,1.0,-0.23449859899999997,,-0.23449859,Active,1.2238944
18470,2015,7041430010.0,63.0,1.0,,,,,
18474,2012,,60.0,1.0,,,,Active,8.4829292
18474,2013,,61.0,1.0,,,,Active,8.4110794
18474,2014,,62.0,1.0,,,,Active,8.7942543
18474,2015,,63.0,1.0,,,,Active,2.003022
18493,2012,,60.0,0.0,,,,Active,8.6526403
18493,2013,,61.0,0.0,0.779197914,,0.77919793,Active,8.6218758
18493,2014,,62.0,0.0,0.48273968100000003,,0.48273969,Active,8.718222599999999
18493,2015,,63.0,0.0,,,0.91290778,Active,1.3388029
18537,2012,3000010123.0,68.0,1.0,,,,Active,8.1239357
18537,2013,3000010123.0,69.0,1.0,0.484950813,0.575018915,0.49500805,Active,8.1436415
18537,2014,3000010123.0,70.0,1.0,0.805464269,1.124947522,1.1155815,Active,8.8492203
18537,2015,3000010123.0,71.0,1.0,1.58425903,0.679021403,1.0506347,Active,1.7655136999999999
18557,2012,3000010110.0,60.0,1.0,,,,Active,8.294143700000001
18557,2013,3000010110.0,61.0,1.0,0.421810875,,0.42181087,Active,8.612237
18557,2014,3000010110.0,62.0,1.0,0.619727404,,0.59672928,Active,8.9989386
18557,2015,3000010110.0,63.0,1.0,-0.063886434,,0.071554907,Active,1.8157496
18635,2012,3000010161.0,62.0,1.0,,,,,8.02882
